"CLIENTID","APPLNO","STATUS","APVREM","REJREM","MKTASST","PRODDS","AMTFIN"
"2000052906","5000045285","AVL","CO of 300k
Term of 36 mos
-within EMA/ELA -has good credit experience with
another financing institution -has other businesses
aside from remittance received -has saleable
collateral                                                                        ","","CRONQUILLO  ","CARS-SECOND HAND              ","300000"
"2000052902","5000045283","CAN","","","LPUNSALAN   ","CARS-SECOND HAND              ","415000"
"2000053039","5000045413","REJ","","TRUCK ACCOUNT-1ST TIME CLIENT
                                                                                                                                                                                                                                ","LPUNSALAN   ","TRUCKS-RECON                  ","490000"
"2000023626","5000045353","LAP","ASCADIZ & GTBONITA'S DECISION IS APV AS RECOMMENDED                                                                                                                                                                                                           ","","LPUNSALAN   ","TRUCKS-RECON                  ","720000"
"2000025992","5000045329","AVL","DOUBLE ACCOUNT
RENEWAL CLIENT WITH AA PAYMENT HISTORY RATING
WITH VERIFIED ASSETS THAT CAN COVER THE LOAN IN CASE OF DEFAULT
WITHIN EMA/ELA
APPLIED AMT IS 41.18% OF APPRAISAL VALUE ONLY
                                                                    ","","CRONQUILLO  ","TRUCKS-RECON                  ","300000"
"2000019529","5000045446","AVL","LAPSED APPROVAL 
WITHIN EMA/ELA
REPORTED 2018 NFIS WERE FULLY SETTLED
NDP ON TRUCK LOANS AND CAR LOANS FROM OTHER FINANCING COMPANIES
TRUCKING BUSINESS IS 15 YEARS
NBE ON CHECKING ACCT 
GOOD FINANCIAL RATIOS
                                              ","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","617500"
"2000053053","5000045419","CAN","","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","550000"
"2000053045","5000045416","REJ","","2 MONTHS PAST DUE IN MAYBANK.                                                                                                                                                                                                                                 ","CRONQUILLO  ","TRUCKS-SECOND HAND            ","520000"
"2000049160","5000045406","AVL","APV TO PEN DUE TO SUBMISSION OF OR CR WITH NEW BODY DESIGN FRM DROPSIDE TO CHICKEN CAGE
RENEWAL SAME COLLA WITH AA RATING
WITHIN EMA/ELA
GOOD FINANCIAL RATIOS
NDP ON OTHER LOANS
BUSINESSES IS 12 YRS AND 9 YRS RESPECTIVELY
                                ","","LPUNSALAN   ","TRUCKS-SECOND HAND            ","385000"
"2000048571","5000045405","CAN","","","LPUNSALAN   ","TRUCKS-SECOND HAND            ","600000"
"2000048571","5000045403","CAN","","","LPUNSALAN   ","TRUCKS-SECOND HAND            ","700000"
"2000049565","5000045402","CAN","","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","700000"
"2000048312","5000045374","AVL","RENEWAL SAME COLLA WITH A1 PAYMENT RATING
NDP ON PREVIOUS AND CURRENT LOANS
NBE ON CHECKING ACCOUNT
GOOD FINANCIAL RATIOS
WITHIN EMA/ELA

                                                                                                                    ","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","500000"
"2000015597","5000045359","CAN","","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","900000"
"2000052938","5000045314","CAN","","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","700000"
"2000049669","5000045312","AVL","APV TO PEN TO CHANGE TERM FRM 36 MONTHS TO 24 MONTHS ONLY
RENEWAL ACCOUNT WITH AA PAYMENT HISTORY RATING
PURPOSE OF LOAN IS ADDITIONAL CAPITAL FOR BUY & SELL OF  RICE HUSK/CHAFFS
WITHIN EMA/ELA
NO NFIS FINDINGS                                            ","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","400000"
"2000019529","5000045303","LAP","WITHIN EMA/ELA
GOOD FINANCIAL RATIOS
NDP ON TRUCK LOANS WITH ORIX METRO WITH 16 LOAN ACCOMMODATIONS
NDP ON CAR LOAN
BUSINESS IS 15 YRS
NBE ON CHECKING ACCTS                                                                                                  ","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","617500"
"2000052924","5000045301","AVL","APV TO PEN TO INCLUDE NOTATION ON BUSINESS PERMIT
WITHIN EMA/ELA
BUSINESS IS REGISTERED AND EXISTING FOR 5 YEARS
PURPOSE OF LOAN IS VERIFIED
RECEIVING REMITTANCE FROM HUSBAND FOR 25 YEARS
WITH VERIFIED ASSETS AND PRESENTED TCT WITH DEED OF SALE          ","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","675000"
"2000047658","5000045296","CAN","","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","800000"
"2000049877","5000045269","CAN","","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","800000"
"2000029783","5000045347","CAN","","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","400000"
"2000029783","5000045346","CAN","","","CRONQUILLO  ","TRUCKS-SECOND HAND            ","465000"
"2000001761","5000045467","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","100000"
"3000000968","5000045458","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","100000"
"2000053093","5000045444","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","HPMESINA    ","NC-BPL                        ","50000"
"2000015328","5000045420","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","100000"
"2000052299","5000045410","LAP","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","HPMESINA    ","NC-BPL                        ","100000"
"2000051498","5000045409","AVL","CO of 75k
Term of 12 mos                                                                                                                                                                                                                                      ","","HPMESINA    ","NC-BPL                        ","75000"
"2000053038","5000045408","AVL","CO of 75k
Term of 12 mos                                                                                                                                                                                                                                      ","","HPMESINA    ","NC-BPL                        ","75000"
"2000024637","5000045396","AVL","CO of 25k 
Term of 12 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","25000"
"2000023823","5000045393","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","HPMESINA    ","NC-BPL                        ","100000"
"2000050581","5000045391","AVL","CO of 30k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","30000"
"2000046461","5000045390","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","100000"
"2000052085","5000045383","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000048671","5000045376","CAN","","","HPMESINA    ","NC-BPL                        ","50000"
"2000052230","5000045375","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000046978","5000045370","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000026255","5000045364","AVL","CO of 60k 
Term of 12 mos                                                                                                                                                                                                                                     ","","HPMESINA    ","NC-BPL                        ","60000"
"2000052985","5000045363","CAN","","","HPMESINA    ","NC-BPL                        ","60000"
"2000002383","5000045344","AVL","RENEWAL WITH AA PAYMENT HISTORY RATING
5TH ACCOM/OFFICER
30% OF LN #1000214551 WILL BE DEDUCTED FRM PROCEEDS 
AND REMAINING BAL TO BE PAID UPON DOCUMENTATION
                                                                                                ","","HPMESINA    ","NC-BPL                        ","100000"
"2000052094","5000045343","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","HPMESINA    ","NC-BPL                        ","100000"
"2000051081","5000045341","AVL","CO of 50k 
Term of 12 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000052385","5000045330","AVL","RENEWAL ACCOUNT WITH AA PAYMENT HISTORY RATING
2ND ACCOM/RENEWAL//STAFF
30% OF LN# 1000215501 TO BE DEDUCTED FRM PROCEEDS AND REMAINING BAL TO BE PAID UPON DOCUMENTATION                                                                                     ","","HPMESINA    ","NC-BPL                        ","50000"
"2000026414","5000045328","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","HPMESINA    ","NC-BPL                        ","50000"
"2000027692","5000045325","AVL","CO of 100k
term of 12 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","100000"
"2000048844","5000045323","AVL","CO of 100k
Term of 12 mos
-APV to pending due to change in start date                                                                                                                                                                                         ","","CRONQUILLO  ","NC-BPL                        ","100000"
"2000052131","5000045322","AVL","CO of 75k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","75000"
"2000048968","5000045319","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","HPMESINA    ","NC-BPL                        ","50000"
"2000004121","5000045318","AVL","CO of 30k
Term of 12 mos                                                                                                                                                                                                                                      ","","LPUNSALAN   ","NC-BPL                        ","30000"
"2000045293","5000045311","AVL","CO of 75k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","75000"
"2000050747","5000045307","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","LPUNSALAN   ","NC-BPL                        ","50000"
"2000024467","5000045305","AVL","CO of 75k
Term of 6 mos                                                                                                                                                                                                                                       ","","CRONQUILLO  ","NC-BPL                        ","75000"
"2000024637","5000045302","AVL","CO of 25k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","25000"
"2000048757","5000045300","CAN","","","HPMESINA    ","NC-BPL                        ","50000"
"2000051436","5000045281","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000052895","5000045279","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000053068","5000045429","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","HPMESINA    ","NC-BPL                        ","50000"
"2000053055","5000045428","AVL","1ST ACCOM
OFFICER                                                                                                                                                                                                                                             ","","HPMESINA    ","NC-BPL                        ","75000"
"2000052398","5000045422","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","100000"
"2000048744","5000045360","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","HPMESINA    ","NC-BPL                        ","100000"
"2000008600","5000045288","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","HPMESINA    ","NC-BPL                        ","100000"
"2000049797","5000045442","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","HPMESINA    ","NC-BPL                        ","50000"
"2000052305","5000045441","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000051006","5000045389","AVL","CO of 100k
Term of 10 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","100000"
"2000046484","5000045388","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","CRONQUILLO  ","NC-BPL                        ","100000"
"2000036626","5000045351","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","HPMESINA    ","NC-BPL                        ","50000"
"2000048745","5000045278","AVL","CO of 100k
Term of 12mos                                                                                                                                                                                                                                      ","","HPMESINA    ","NC-BPL                        ","100000"
"2000052891","5000045276","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000016085","5000045275","AVL","CO of 100k
Term of 12 mos                                                                                                                                                                                                                                     ","","HPMESINA    ","NC-BPL                        ","100000"
"2000052317","5000045339","LAP","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000048863","5000045327","AVL","CO of 50k
Term of 12 mos                                                                                                                                                                                                                                      ","","CRONQUILLO  ","NC-BPL                        ","50000"
"2000051663","5000045365","AVL","CO of 200k
Term of 12 mos
* The ff images needs to be uploaded in the system: Plotting of points,boundaries of the property in the picture of collateral,vicinity map 
-within EMA/ELA once current account is closed, client is at last amortization
        ","","CRONQUILLO  ","RE-RESIDENTIAL                ","200000"
"2000052945","5000045324","REJ","","LOTS OF NFIS                                                                                                                                                                                                                                                  ","CRONQUILLO  ","RE-RESIDENTIAL                ","800000"
"2000052629","5000045340","CAN","","","CRONQUILLO  ","RE-RESIDENTIAL                ","700000"
