Employee ID,Time In Date,Time In,Time In Latitude,Time In Longitude,Time In IP address,Time Out Date,Time Out,Time Out Latitude,Time Out Longitude,Time Out IP address,Remarks
2,"July 27, 2021",7:40:00 am,15.4735062,120.9761487,::1,"July 27, 2021",6:23:00 pm,15.4735062,120.9761487,::1,
7,"July 27, 2021",8:02:10 am,15.4735062,120.9761487,::1,"July 27, 2021",5:34:33 pm,15.4735062,120.9761487,::1,
40,"July 27, 2021",8:04:11 am,15.4735062,120.9761487,::1,"July 27, 2021",5:44:10 pm,15.4735062,120.9761487,::1,
6,"July 27, 2021",8:42:38 am,15.4848385,120.9691766,::1,"July 27, 2021",5:46:11 pm,15.4848362,120.9691714,::1,
2,"July 28, 2021",7:23:25 am,15.4735062,120.9761487,::1,"July 28, 2021",5:45:25 pm,15.4735062,120.9761487,::1,
7,"July 28, 2021",7:59:12 am,15.4735062,120.9761487,::1,"July 28, 2021",5:33:41 pm,15.4735062,120.9761487,::1,
40,"July 28, 2021",8:23:25 am,15.4735062,120.9761487,::1,"July 28, 2021",5:38:57 pm,15.4735062,120.9761487,::1,
2,"July 29, 2021",7:39:00 am,15.4735062,120.9761487,::1,"July 29, 2021",6:38:00 pm,15.4763264,120.9729024,::1,
7,"July 29, 2021",8:01:51 am,15.4735062,120.9761487,::1,"July 29, 2021",5:35:12 pm,15.4735062,120.9761487,::1,
6,"July 29, 2021",8:24:00 am,15.4848364,120.9691768,::1,"July 29, 2021",5:40:00 pm,15.4848364,120.9691768,::1,
2,"July 30, 2021",7:38:00 am,15.4763264,120.9729024,::1,"July 30, 2021",5:40:00 pm,15.4735062,120.9761487,::1,
7,"July 30, 2021",8:06:16 am,15.4763264,120.9729024,::1,"July 30, 2021",5:36:24 pm,15.4763264,120.9729024,::1,
29,"July 30, 2021",8:19:32 am,15.4848368,120.9691751,::1,"August 02, 2021",8:07:01 am,15.5911411,120.971502,::1,
33,"July 30, 2021",3:57:30 pm,,,::1,"July 30, 2021",3:57:42 pm,,,::1,
5,"July 30, 2021",5:38:26 pm,,,::1,"July 30, 2021",5:38:31 pm,15.4943473,120.9761487,::1,
8,"July 30, 2021",5:42:02 pm,15.48482512,120.96909,::1,"July 30, 2021",5:42:07 pm,15.48482606,120.969092,::1,
6,"July 30, 2021",8:13:00 am,15.484864,120.9691724,::1,"July 30, 2021",6:13:00 pm,15.484864,120.9691724,::1,
2,"August 02, 2021",7:29:00 am,15.4735062,120.9761487,::1,"August 02, 2021",6:03:00 pm,,,::1,
7,"August 02, 2021",8:03:49 am,,,::1,"August 02, 2021",5:35:43 pm,15.4735062,120.9761487,::1,
29,"August 02, 2021",8:07:25 am,15.5911477,120.9715085,::1,"August 02, 2021",5:40:13 pm,15.4735062,120.9761487,::1,
28,"August 02, 2021",8:08:44 am,,,::1,"August 02, 2021",5:52:34 pm,,,::1,
8,"August 02, 2021",8:08:50 am,15.48482582,120.9690882,::1,"August 02, 2021",6:34:05 pm,15.4848339,120.9691021,::1,
20,"August 02, 2021",8:09:00 am,,,::1,"August 03, 2021",6:16:00 pm,,,::1,
40,"August 02, 2021",8:10:54 am,15.4735062,120.9761487,::1,"August 02, 2021",5:41:57 pm,15.4735062,120.9761487,::1,
6,"August 02, 2021",8:10:55 am,15.4848393,120.9691802,::1,"August 02, 2021",5:54:27 pm,15.4848415,120.9691764,::1,
43,"August 02, 2021",8:11:32 am,15.48482141,120.9690824,::1,"August 02, 2021",5:32:19 pm,15.4735062,120.9761487,::1,
47,"August 02, 2021",8:13:20 am,,,::1,"August 02, 2021",5:41:44 pm,14.6019,120.9896,::1,
9,"August 02, 2021",8:15:00 am,,,::1,"August 02, 2021",7:27:00 pm,,,::1,
45,"August 02, 2021",8:18:50 am,15.4735062,120.9761487,::1,"August 02, 2021",5:39:27 pm,15.4735062,120.9761487,::1,
11,"August 02, 2021",8:19:05 am,15.4735062,120.9761487,::1,"August 02, 2021",5:56:55 pm,15.4735062,120.9761487,::1,
31,"August 02, 2021",8:23:09 am,,,::1,"August 02, 2021",5:49:23 pm,15.4735062,120.9761487,::1,
35,"August 02, 2021",8:24:39 am,,,::1,"August 02, 2021",5:36:50 pm,14.6019,120.9896,::1,
36,"August 02, 2021",8:28:23 am,,,::1,"August 02, 2021",5:56:31 pm,14.6019,120.9896,::1,
5,"August 02, 2021",8:29:30 am,15.48482614,120.96909,::1,"August 02, 2021",5:34:35 pm,15.4735062,120.9761487,::1,
38,"August 02, 2021",8:30:00 am,15.2709,120.6113,::1,"August 02, 2021",5:31:27 pm,15.2709,120.6113,::1,
10,"August 02, 2021",8:28:00 am,,,::1,"August 02, 2021",6:33:00 pm,14.6019,120.9896,::1,System Error Ref: Guard's Logbook
42,"August 02, 2021",8:20:00 am,,,::1,"August 02, 2021",6:01:00 pm,15.0496568,120.6511451,::1,
46,"August 02, 2021",8:30:00 am,,,::1,"August 02, 2021",5:55:00 pm,15.1355392,120.5895168,::1,
33,"August 02, 2021",8:38:15 am,,,::1,"August 02, 2021",5:33:04 pm,,,::1,
41,"August 02, 2021",8:29:00 am,,,::1,"August 02, 2021",5:39:00 pm,15.4735062,120.9761487,::1,System Error (Time In)
12,"August 02, 2021",8:10:00 am,15.4735062,120.9761487,::1,"August 02, 2021",5:47:00 pm,15.4735062,120.9761487,::1,System Error Ref: Guard's Logbook
21,"August 02, 2021",8:46:21 am,,,::1,"August 02, 2021",5:56:18 pm,15.4848385,120.9691787,::1,
15,"August 02, 2021",8:46:00 am,,,::1,"August 02, 2021",5:33:00 pm,,,::1,
37,"August 02, 2021",8:50:00 am,,,::1,"August 02, 2021",7:14:00 pm,,,::1,
44,"August 02, 2021",8:36:00 am,15.4362134,120.5989865,::1,"August 02, 2021",5:35:00 pm,15.4416811,120.600313,::1,with picture sent on viber (time-in)
2,"August 03, 2021",7:35:00 am,,,::1,"August 03, 2021",6:23:00 pm,,,::1,
7,"August 03, 2021",8:02:23 am,15.4735062,120.9761487,::1,"August 03, 2021",5:50:28 pm,15.4735062,120.9761487,::1,
6,"August 03, 2021",8:05:57 am,15.4850461,120.9698855,::1,"August 03, 2021",6:21:18 pm,15.4848368,120.9691792,::1,
40,"August 03, 2021",8:08:27 am,15.4735062,120.9761487,::1,"August 03, 2021",5:47:44 pm,15.4943473,120.9761487,::1,
47,"August 03, 2021",8:10:37 am,15.4735062,120.9761487,::1,"August 03, 2021",5:35:40 pm,14.6019,120.9896,::1,
43,"August 03, 2021",8:12:40 am,,,::1,"August 03, 2021",6:12:24 pm,15.4735062,120.9761487,::1,
10,"August 03, 2021",8:16:01 am,,,::1,"August 03, 2021",6:15:20 pm,14.7069,120.93,::1,
29,"August 03, 2021",8:16:56 am,,,::1,"August 03, 2021",5:32:03 pm,15.4943473,120.9761487,::1,
8,"August 03, 2021",8:18:41 am,15.48482841,120.9690913,::1,"August 03, 2021",6:17:56 pm,15.48482726,120.9690891,::1,
20,"August 03, 2021",8:19:32 am,,,::1,"August 03, 2021",6:24:40 pm,,,::1,
28,"August 03, 2021",8:22:41 am,,,::1,"August 03, 2021",6:11:51 pm,,,::1,
9,"August 03, 2021",8:24:00 am,,,::1,"August 03, 2021",7:56:00 pm,,,::1,
11,"August 03, 2021",8:26:34 am,,,::1,"August 03, 2021",6:12:05 pm,15.4848293,120.9691783,::1,
36,"August 03, 2021",8:28:17 am,,,::1,"August 03, 2021",6:11:18 pm,14.6019,120.9896,::1,
41,"August 03, 2021",8:28:17 am,,,::1,"August 03, 2021",5:55:44 pm,15.4943473,120.9761487,::1,
35,"August 03, 2021",8:29:19 am,,,::1,"August 03, 2021",6:21:34 pm,14.6019,120.9896,::1,
5,"August 03, 2021",8:29:43 am,15.48482734,120.9690923,::1,"August 03, 2021",5:43:39 pm,15.4943473,120.9761487,::1,
45,"August 03, 2021",8:20:00 am,15.4735062,120.9761487,::1,"August 03, 2021",6:12:00 pm,15.4943473,120.9761487,::1,System error time in Ref: Guard's Logbook
31,"August 03, 2021",8:36:39 am,15.4848414,120.9691752,::1,"August 03, 2021",6:11:15 pm,15.4943473,120.9761487,::1,
12,"August 03, 2021",8:39:03 am,15.4735062,120.9761487,::1,"August 03, 2021",6:12:46 pm,15.4943473,120.9761487,::1,
15,"August 03, 2021",10:26:45 am,,,::1,"August 03, 2021",6:30:06 pm,,,::1,
2,"August 03, 2021",6:23:00 pm,,,::1,"August 03, 2021",6:17:00 pm,15.4735062,120.9761487,::1,
2,"August 04, 2021",7:37:44 am,15.4735062,120.9761487,::1,"August 04, 2021",5:49:34 pm,15.4735062,120.9761487,::1,
6,"August 04, 2021",7:59:43 am,15.4848452,120.969178,::1,"August 04, 2021",6:00:02 pm,15.4848349,120.9691772,::1,
7,"August 04, 2021",8:08:35 am,15.4943473,120.9761487,::1,"August 04, 2021",5:49:52 pm,15.4735062,120.9761487,::1,
43,"August 04, 2021",8:09:11 am,15.4943473,120.9761487,::1,"August 04, 2021",5:50:09 pm,15.4943473,120.9761487,::1,
8,"August 04, 2021",8:10:00 am,,,::1,"August 04, 2021",6:05:35 pm,15.48482273,120.9690832,::1,
45,"August 04, 2021",8:12:10 am,15.4943473,120.9761487,::1,"August 04, 2021",5:49:26 pm,15.4735062,120.9761487,::1,
20,"August 04, 2021",8:18:35 am,,,::1,"August 04, 2021",6:31:03 pm,,,::1,
28,"August 04, 2021",8:20:38 am,,,::1,"August 04, 2021",6:00:13 pm,,,::1,
11,"August 04, 2021",8:20:42 am,15.4848154,120.9691559,::1,"August 06, 2021",5:33:31 pm,15.4735062,120.9761487,::1,
47,"August 04, 2021",8:22:41 am,14.6019,120.9896,::1,"August 04, 2021",6:11:59 pm,14.6019,120.9896,::1,
9,"August 04, 2021",8:26:00 am,,,::1,"August 04, 2021",6:30:12 pm,,,::1,
36,"August 04, 2021",8:27:44 am,14.6019,120.9896,::1,"August 04, 2021",6:03:53 pm,14.6019,120.9896,::1,
41,"August 04, 2021",8:29:30 am,15.4943473,120.9761487,::1,"August 04, 2021",5:32:53 pm,15.4735062,120.9761487,::1,
5,"August 04, 2021",8:29:36 am,15.4943473,120.9761487,::1,"August 04, 2021",5:42:46 pm,15.4735062,120.9761487,::1,
12,"August 04, 2021",8:30:07 am,15.4943473,120.9761487,::1,"August 04, 2021",5:59:49 pm,15.4848351,120.9691774,::1,
40,"August 04, 2021",8:28:00 am,15.4848353,120.9691775,::1,"August 04, 2021",5:52:54 pm,15.4735062,120.9761487,::1,
17,"August 04, 2021",8:29:00 am,,,::1,"August 04, 2021",5:38:41 pm,15.4848363,120.9691828,::1,not internet
15,"August 04, 2021",8:34:51 am,,,::1,"August 04, 2021",6:02:24 pm,,,::1,
31,"August 04, 2021",8:37:28 am,15.4848424,120.9691778,::1,"August 04, 2021",6:01:45 pm,15.4735062,120.9761487,::1,
10,"August 04, 2021",11:01:07 am,14.7069,120.93,::1,"August 04, 2021",5:52:50 pm,14.7069,120.93,::1,
38,"August 04, 2021",8:22:00 am,15.1355392,120.5895168,::1,"August 04, 2021",5:53:00 pm,15.1355392,120.5895168,::1,Network error (Time in-Morning)
33,"August 04, 2021",11:04:33 am,,,::1,"August 04, 2021",5:53:35 pm,,,::1,
2,"August 05, 2021",7:13:01 am,15.4735062,120.9761487,::1,"August 05, 2021",5:44:50 pm,,,::1,
29,"August 05, 2021",7:30:41 am,15.7862107,120.9891058,::1,"August 05, 2021",5:34:36 pm,15.4848279,120.9691854,::1,
20,"August 05, 2021",8:00:45 am,,,::1,"August 06, 2021",8:05:39 am,,,::1,
6,"August 05, 2021",8:00:45 am,15.4848032,120.9690162,::1,"August 05, 2021",5:33:36 pm,15.4848348,120.9691821,::1,
21,"August 05, 2021",8:01:28 am,15.4346158,120.9187646,::1,"August 05, 2021",6:05:56 pm,15.4848344,120.9691878,::1,
28,"August 05, 2021",8:02:23 am,,,::1,"August 05, 2021",6:10:35 pm,,,::1,
7,"August 05, 2021",8:08:08 am,15.4735062,120.9761487,::1,"August 05, 2021",5:36:31 pm,15.4735062,120.9761487,::1,
43,"August 05, 2021",8:13:33 am,15.4735062,120.9761487,::1,"August 05, 2021",5:34:12 pm,15.4735062,120.9761487,::1,
8,"August 05, 2021",8:14:52 am,15.48482273,120.9690832,::1,"August 05, 2021",5:43:11 pm,15.48482229,120.9690843,::1,
38,"August 05, 2021",8:19:00 am,15.1355392,120.5895168,::1,"August 05, 2021",5:30:59 pm,15.4827722,120.7120023,::1,
9,"August 05, 2021",8:23:25 am,,,::1,"August 05, 2021",1:23:14 pm,,,::1,
5,"August 05, 2021",8:23:26 am,15.4735062,120.9761487,::1,"August 05, 2021",5:34:30 pm,15.4735062,120.9761487,::1,
45,"August 05, 2021",8:23:28 am,15.4848261,120.9691817,::1,"August 05, 2021",5:32:58 pm,15.4735062,120.9761487,::1,
33,"August 05, 2021",8:23:53 am,,,::1,"August 05, 2021",5:32:49 pm,,,::1,
41,"August 05, 2021",8:27:43 am,15.4735062,120.9761487,::1,"August 05, 2021",6:05:28 pm,15.4735062,120.9761487,::1,
36,"August 05, 2021",8:27:54 am,14.6019,120.9896,::1,"August 05, 2021",5:48:57 pm,14.6019,120.9896,::1,
17,"August 05, 2021",8:28:05 am,15.4735062,120.9761487,::1,"August 05, 2021",5:39:56 pm,15.4848283,120.9691835,::1,
40,"August 05, 2021",8:28:39 am,15.484837,120.9691874,::1,"August 05, 2021",6:00:42 pm,15.4735062,120.9761487,::1,
35,"August 05, 2021",8:28:50 am,14.6019,120.9896,::1,"August 05, 2021",6:12:02 pm,14.6019,120.9896,::1,
12,"August 05, 2021",8:30:31 am,15.4850934,120.9690937,::1,"August 05, 2021",6:03:53 pm,15.4735062,120.9761487,::1,
31,"August 05, 2021",8:32:50 am,15.4848368,120.9691874,::1,"August 05, 2021",6:04:59 pm,15.4848418,120.9691892,::1,
10,"August 05, 2021",8:34:15 am,14.7069,120.93,::1,"August 05, 2021",5:56:20 pm,14.7069,120.93,::1,
46,"August 05, 2021",10:27:02 am,15.4827722,120.7120023,::1,"August 05, 2021",5:32:44 pm,15.4754786,120.5963492,::1,
15,"August 05, 2021",10:59:29 am,,,::1,"August 06, 2021",8:50:36 am,,,::1,
2,"August 06, 2021",7:18:14 am,15.4735062,120.9761487,::1,"August 06, 2021",5:33:13 pm,15.4735062,120.9761487,::1,
45,"August 06, 2021",7:47:09 am,15.6093834,120.9217109,::1,"August 06, 2021",6:12:57 pm,15.4735062,120.9761487,::1,
21,"August 06, 2021",7:51:27 am,15.4848237,120.9691779,::1,"August 09, 2021",7:51:58 am,15.4346083,120.9187622,::1,
8,"August 06, 2021",7:59:04 am,15.48483412,120.9690954,::1,"August 06, 2021",6:11:26 pm,15.48482793,120.9690926,::1,
47,"August 06, 2021",8:02:31 am,14.6019,120.9896,::1,"August 06, 2021",5:51:41 pm,14.7069,120.93,::1,
20,"August 06, 2021",8:05:45 am,,,::1,"August 06, 2021",6:18:02 pm,,,::1,
29,"August 06, 2021",8:07:43 am,15.4848454,120.969188,::1,"August 06, 2021",5:32:30 pm,15.4735062,120.9761487,::1,
28,"August 06, 2021",8:08:21 am,,,::1,"August 06, 2021",6:05:09 pm,,,::1,
12,"August 06, 2021",8:09:45 am,15.4848269,120.9691825,::1,"August 06, 2021",6:12:17 pm,15.4735062,120.9761487,::1,
46,"August 06, 2021",8:13:52 am,15.1410639,120.5956315,::1,"August 06, 2021",5:32:24 pm,15.4827722,120.7120023,::1,
7,"August 06, 2021",8:14:56 am,15.4735062,120.9761487,::1,"August 06, 2021",11:08:13 am,15.4735062,120.9761487,::1,
44,"August 06, 2021",8:20:31 am,15.4440646,120.598594,::1,"August 06, 2021",6:11:13 pm,15.4438012,120.5988514,::1,
40,"August 06, 2021",8:21:14 am,15.4735062,120.9761487,::1,"August 06, 2021",6:12:06 pm,15.4735062,120.9761487,::1,
6,"August 06, 2021",8:22:12 am,15.4845055,120.9691685,::1,"August 06, 2021",6:00:09 pm,15.4848325,120.9691845,::1,
43,"August 06, 2021",8:22:13 am,15.4735062,120.9761487,::1,"August 06, 2021",5:37:53 pm,15.4735062,120.9761487,::1,
17,"August 06, 2021",8:22:21 am,15.4848282,120.9691845,::1,"August 06, 2021",5:31:07 pm,15.4848255,120.9691881,::1,
10,"August 06, 2021",8:22:38 am,14.7069,120.93,::1,"August 06, 2021",6:08:42 pm,14.7069,120.93,::1,
36,"August 06, 2021",8:25:15 am,14.6019,120.9896,::1,"August 06, 2021",5:50:00 pm,14.6019,120.9896,::1,
41,"August 06, 2021",8:29:05 am,15.4735062,120.9761487,::1,"August 06, 2021",5:36:53 pm,15.4735062,120.9761487,::1,
5,"August 06, 2021",8:29:18 am,15.4735062,120.9761487,::1,"August 06, 2021",5:33:08 pm,15.4735062,120.9761487,::1,
35,"August 06, 2021",8:29:29 am,,,::1,"August 06, 2021",6:06:10 pm,14.6019,120.9896,::1,
38,"August 06, 2021",8:34:18 am,15.4827722,120.7120023,::1,"August 06, 2021",5:33:02 pm,15.4827722,120.7120023,::1,
15,"August 06, 2021",8:50:41 am,,,::1,"August 06, 2021",5:52:48 pm,,,::1,
7,"August 06, 2021",11:08:15 am,15.4735062,120.9761487,::1,"August 06, 2021",5:32:08 pm,15.4735062,120.9761487,::1,
33,"August 06, 2021",12:42:24 pm,,,::1,"August 06, 2021",5:32:46 pm,,,::1,
2,"August 09, 2021",7:32:24 am,15.4735062,120.9761487,::1,"August 09, 2021",5:37:02 pm,15.4735062,120.9761487,::1,
21,"August 09, 2021",7:52:01 am,15.4346091,120.9187636,::1,"August 09, 2021",5:49:30 pm,15.4848261,120.9691878,::1,
28,"August 09, 2021",8:03:49 am,,,::1,"August 09, 2021",6:25:24 pm,,,::1,
43,"August 09, 2021",8:05:02 am,15.4735062,120.9761487,::1,"August 09, 2021",6:17:54 pm,15.475582,120.9761488,::1,
8,"August 09, 2021",8:05:29 am,15.48482344,120.9690827,::1,"August 09, 2021",6:16:25 pm,,,::1,
29,"August 09, 2021",8:06:17 am,15.4848419,120.9691415,::1,"August 09, 2021",6:24:11 pm,15.4848297,120.9691818,::1,
46,"August 09, 2021",8:06:19 am,15.1410696,120.5956029,::1,"August 09, 2021",5:33:10 pm,,,::1,
7,"August 09, 2021",8:08:34 am,15.4735062,120.9761487,::1,"August 09, 2021",5:34:55 pm,15.4735062,120.9761487,::1,
45,"August 09, 2021",8:08:55 am,15.4848249,120.9691836,::1,"August 09, 2021",6:17:58 pm,15.475582,120.9761488,::1,
12,"August 09, 2021",8:09:11 am,15.4840138,120.9702441,::1,"August 09, 2021",6:23:17 pm,15.4848264,120.9691848,::1,
47,"August 09, 2021",8:10:34 am,,,::1,"August 09, 2021",5:49:21 pm,14.7069,120.93,::1,
42,"August 09, 2021",8:10:44 am,,,::1,"August 10, 2021",9:33:43 am,15.0593937,120.6567054,::1,
6,"August 09, 2021",8:13:06 am,15.4848356,120.9691833,::1,"August 09, 2021",6:18:33 pm,15.4848348,120.9691878,::1,
10,"August 09, 2021",8:14:50 am,15.4735062,120.9761487,::1,"August 09, 2021",6:31:56 pm,,,::1,
38,"August 09, 2021",8:15:48 am,15.0593937,120.6567054,::1,"August 09, 2021",5:31:55 pm,15.4827722,120.7120023,::1,
5,"August 09, 2021",8:17:26 am,15.4735062,120.9761487,::1,"August 09, 2021",6:13:21 pm,14.6019,120.9896,::1,
44,"August 09, 2021",8:17:47 am,15.3214915,120.6565162,::1,"August 09, 2021",6:16:29 pm,15.4438152,120.598866,::1,
11,"August 09, 2021",8:21:29 am,15.4735062,120.9761487,::1,"August 09, 2021",6:31:55 pm,15.4848273,120.9691834,::1,
35,"August 09, 2021",8:27:19 am,15.4735062,120.9761487,::1,"August 09, 2021",6:28:06 pm,14.6019,120.9896,::1,
17,"August 09, 2021",8:27:35 am,15.4848307,120.969183,::1,"August 09, 2021",5:32:47 pm,15.4848261,120.9691828,::1,
41,"August 09, 2021",8:27:55 am,15.4735062,120.9761487,::1,"August 09, 2021",5:45:52 pm,15.475582,120.9761488,::1,
36,"August 09, 2021",8:27:55 am,14.6019,120.9896,::1,"August 09, 2021",6:35:17 pm,14.6019,120.9896,::1,
33,"August 09, 2021",8:31:01 am,,,::1,"August 09, 2021",5:33:12 pm,,,::1,
31,"August 09, 2021",8:33:42 am,15.4848399,120.9691898,::1,"August 10, 2021",8:47:57 am,15.4848487,120.9691831,::1,
44,"August 03, 2021",8:28:00 am,,,::1,"August 03, 2021",5:30:00 pm,,,::1,adjustment as of 08/09
29,"August 04, 2021",7:26:00 am,,,::1,"August 04, 2021",5:30:00 pm,,,::1,adjustment 08/09
40,"August 09, 2021",8:10:00 am,15.475582,120.9761488,::1,"August 09, 2021",5:35:00 pm,15.475582,120.9761488,::1,
2,"August 10, 2021",7:38:57 am,15.4735062,120.9761487,::1,"August 10, 2021",6:37:29 pm,15.4849196,120.9691779,::1,
29,"August 10, 2021",8:05:21 am,15.4932889,120.9761487,::1,"August 10, 2021",5:33:34 pm,15.4755748,120.9751404,::1,
40,"August 10, 2021",8:06:45 am,15.475582,120.9761488,::1,"August 10, 2021",6:45:01 pm,15.4755748,120.9751404,::1,
21,"August 10, 2021",8:08:08 am,15.4848263,120.9691677,::1,"August 10, 2021",5:31:56 pm,15.4755748,120.9751404,::1,
7,"August 10, 2021",8:08:47 am,15.4735062,120.9761487,::1,"August 10, 2021",5:35:53 pm,15.4735062,120.9761487,::1,
8,"August 10, 2021",8:09:57 am,15.48482766,120.9690911,::1,"August 10, 2021",6:45:20 pm,15.48483064,120.9690951,::1,
6,"August 10, 2021",8:10:54 am,15.4735062,120.9761487,::1,"August 10, 2021",5:52:49 pm,15.4848358,120.9691871,::1,
43,"August 10, 2021",8:13:27 am,15.475582,120.9761488,::1,"August 10, 2021",5:34:03 pm,15.475582,120.9761488,::1,
46,"August 10, 2021",8:14:19 am,15.1410621,120.5956469,::1,"August 10, 2021",5:33:16 pm,15.4827722,120.7120023,::1,
20,"August 10, 2021",8:18:45 am,,,::1,"August 11, 2021",8:22:38 am,,,::1,
28,"August 10, 2021",8:19:31 am,,,::1,"August 10, 2021",5:51:39 pm,,,::1,
44,"August 10, 2021",8:20:37 am,15.3243285,120.6555532,::1,"August 10, 2021",6:07:21 pm,15.33741,120.6184691,::1,
47,"August 10, 2021",8:21:24 am,14.7069,120.93,::1,"August 10, 2021",6:14:38 pm,14.7069,120.93,::1,
38,"August 10, 2021",8:21:43 am,15.4827722,120.7120023,::1,"August 10, 2021",5:48:45 pm,15.4827722,120.7120023,::1,
45,"August 10, 2021",8:22:53 am,15.4848298,120.9691845,::1,"August 10, 2021",5:37:25 pm,15.4755748,120.9751404,::1,
11,"August 10, 2021",8:25:20 am,15.475582,120.9761488,::1,"August 11, 2021",8:29:04 am,14.7069,120.93,::1,
41,"August 10, 2021",8:25:53 am,15.4932889,120.9761487,::1,"August 10, 2021",5:31:29 pm,15.4755748,120.9751404,::1,
12,"August 10, 2021",8:25:58 am,15.4847675,120.9691389,::1,"August 10, 2021",5:18:49 pm,15.4848278,120.9691847,::1,
17,"August 10, 2021",8:26:25 am,15.4847618,120.9691378,::1,"August 10, 2021",5:34:09 pm,15.4848258,120.9691858,::1,
35,"August 10, 2021",8:27:38 am,,,::1,"August 10, 2021",5:44:56 pm,14.6019,120.9896,::1,
9,"August 10, 2021",8:28:43 am,,,::1,"August 10, 2021",6:51:38 pm,,,::1,
5,"August 10, 2021",8:29:30 am,15.475582,120.9761488,::1,"August 10, 2021",5:33:35 pm,14.6019,120.9896,::1,
10,"August 10, 2021",8:34:06 am,,,::1,"August 10, 2021",6:37:59 pm,14.7069,120.93,::1,
15,"August 10, 2021",8:40:58 am,,,::1,"August 10, 2021",6:43:49 pm,,,::1,
31,"August 10, 2021",8:48:01 am,15.4848487,120.9691831,::1,"August 10, 2021",6:21:48 pm,15.4848294,120.9691727,::1,
33,"August 10, 2021",3:19:47 pm,,,::1,"August 10, 2021",5:50:44 pm,,,::1,
2,"August 11, 2021",7:34:13 am,15.4735062,120.9761487,::1,"August 11, 2021",6:40:49 pm,15.4735062,120.9761487,::1,
21,"August 11, 2021",7:57:52 am,15.4346094,120.9187641,::1,"August 11, 2021",6:03:42 pm,15.4848254,120.9691842,::1,
29,"August 11, 2021",8:04:47 am,15.4755748,120.9751404,::1,"August 11, 2021",5:46:36 pm,15.4735062,120.9761487,::1,
8,"August 11, 2021",8:08:21 am,15.48483863,120.9691058,::1,"August 11, 2021",6:36:54 pm,15.48482574,120.9690909,::1,
43,"August 11, 2021",8:18:49 am,15.4755748,120.9751404,::1,"August 11, 2021",5:38:50 pm,15.4755748,120.9751404,::1,
38,"August 11, 2021",8:19:23 am,15.4827722,120.7120023,::1,"August 11, 2021",5:32:07 pm,15.1449853,120.5887029,::1,
28,"August 11, 2021",8:21:04 am,,,::1,"August 11, 2021",6:17:25 pm,,,::1,
9,"August 11, 2021",8:22:33 am,,,::1,"August 11, 2021",6:55:01 pm,,,::1,
20,"August 11, 2021",8:22:45 am,,,::1,"August 11, 2021",6:50:06 pm,,,::1,
6,"August 11, 2021",8:23:15 am,15.4735062,120.9761487,::1,"August 11, 2021",5:44:25 pm,15.4848406,120.9691808,::1,
45,"August 11, 2021",8:23:17 am,15.4848235,120.9691808,::1,"August 11, 2021",5:37:04 pm,15.4735062,120.9761487,::1,
40,"August 11, 2021",8:23:35 am,15.4755748,120.9751404,::1,"August 11, 2021",6:06:18 pm,15.4735062,120.9761487,::1,
10,"August 11, 2021",8:25:21 am,14.7069,120.93,::1,"August 11, 2021",6:14:00 pm,14.7069,120.93,::1,
17,"August 11, 2021",8:26:18 am,15.484827,120.9691825,::1,"August 11, 2021",5:30:49 pm,15.4848266,120.9691842,::1,
47,"August 11, 2021",8:26:32 am,14.7069,120.93,::1,"August 11, 2021",6:49:44 pm,14.7069,120.93,::1,
12,"August 11, 2021",8:26:47 am,15.4850461,120.9698855,::1,"August 11, 2021",6:09:39 pm,15.4735062,120.9761487,::1,
35,"August 11, 2021",8:28:30 am,14.6019,120.9896,::1,"August 11, 2021",6:01:17 pm,14.6019,120.9896,::1,
7,"August 11, 2021",8:28:55 am,,,::1,"August 11, 2021",5:34:55 pm,15.4735062,120.9761487,::1,
11,"August 11, 2021",8:29:06 am,14.7069,120.93,::1,"August 11, 2021",5:34:05 pm,15.4735062,120.9761487,::1,
41,"August 11, 2021",8:29:29 am,14.7069,120.93,::1,"August 11, 2021",5:34:25 pm,15.4735062,120.9761487,::1,
5,"August 11, 2021",8:30:10 am,15.4755748,120.9751404,::1,"August 11, 2021",5:39:01 pm,14.6019,120.9896,::1,
44,"August 11, 2021",8:31:03 am,,,::1,"August 11, 2021",6:12:27 pm,,,::1,
31,"August 11, 2021",8:33:37 am,15.4848168,120.969177,::1,"August 11, 2021",5:47:02 pm,15.4735062,120.9761487,::1,
33,"August 11, 2021",8:36:34 am,,,::1,"August 11, 2021",3:05:11 pm,,,::1,
15,"August 11, 2021",8:39:07 am,,,::1,"August 11, 2021",6:50:23 pm,,,::1,
46,"August 11, 2021",10:53:32 am,15.1410453,120.5956266,::1,"August 11, 2021",5:31:53 pm,15.1449853,120.5887029,::1,
29,"August 12, 2021",7:30:05 am,15.6497699,120.7057145,::1,"August 12, 2021",5:45:56 pm,15.4943473,120.9761487,::1,
2,"August 12, 2021",7:32:57 am,15.4735062,120.9761487,::1,"August 12, 2021",5:58:57 pm,,,::1,
8,"August 12, 2021",8:08:52 am,,,::1,"August 12, 2021",5:50:57 pm,15.48483675,120.9691056,::1,
20,"August 12, 2021",8:09:11 am,,,::1,"August 12, 2021",6:04:38 pm,,,::1,
7,"August 12, 2021",8:11:04 am,15.4735062,120.9761487,::1,"August 12, 2021",5:38:29 pm,15.4735062,120.9761487,::1,
28,"August 12, 2021",8:12:54 am,,,::1,"August 12, 2021",5:50:26 pm,,,::1,
