Transmittal ID,Description,Status,Current Employee,Current Department,Transmitted Employee,Transmitted Department,Last Transaction Date,Last Transaction Time
1308,PMW rating 4th qtr 2020-GTB,1,2,DEPT1,,DEPT2,"March 23, 2021",6:17:08 pm
1309,PMW planning 1st qtr 2021-GTB,1,2,DEPT1,,DEPT2,"March 23, 2021",6:17:26 pm
1312,"RFP: Primewater Infrastracture Corporation P4,255.58 (Feb 2021)",3,40,DEPT2,35,DEPT6,"March 25, 2021",9:02:07 am
1313,Revised Exit Process,1,20,DEPT2,15,DEPT6,"March 24, 2021",9:30:20 am
1314,"LSS: Jedd B. Alejo 2,035.50 (CA for Admin and Executive Supplies for January 2021)",1,37,DEPT7,,DEPT6,"March 24, 2021",9:01:37 am
1315,Recommendation - Opening of Tarlac Virtual Office,1,20,DEPT2,15,DEPT6,"March 24, 2021",9:30:41 am
1316,"PR: Samsung Air Purifier P16,995",1,37,DEPT7,,DEPT2,"April 14, 2021",12:02:48 pm
1317,"ANVAYA COVE SOA 5,600 (MARCH 2020)",1,37,DEPT7,,DEPT6,"March 24, 2021",9:30:24 am
1318,Doc. Stamp Tax Dec./Ret. - FRAustria,1,28,DEPT6,5,DEPT3,"March 24, 2021",11:59:41 am
1319,Doc. Stamp Tax Dec./Ret. - EDCura,1,28,DEPT6,5,DEPT3,"March 24, 2021",11:59:48 am
1320,Corporate Secretary's Certificate for Security Bank-Amendment of Bank Signatory w/ missed signatures,1,37,DEPT7,,DEPT6,"March 25, 2021",9:00:40 am
1321,User Access Registration Form - FPCarreon,3,40,DEPT2,6,DEPT1,"March 24, 2021",9:53:09 am
1322,Pay Advice: AR (Confi & Non Confi) and AP (Confi )_03/1-15/2021,1,28,DEPT6,20,DEPT2,"April 14, 2021",1:54:47 pm
1323,RFPs for Month-end dues (March 2021),1,28,DEPT6,37,DEPT7,"April 05, 2021",9:36:47 am
1324,"LSS: Mariah Angelika A. Mateo P12,998.90 (CA for Messengers Salary March 1-15, 2021)",1,37,DEPT7,,DEPT6,"March 25, 2021",9:11:09 am
1325,"REQUIREMENTS FAO: DELA CRUZ, DEXTER",1,31,DEPT5,41,DEPT4,"March 24, 2021",10:26:11 am
1326,BOOKING STATUS REPORT: FEBRUARY 2021,1,31,DEPT5,,DEPT2,"April 14, 2021",1:04:31 pm
1327,Memo: Recommendation on Company Issued Equipments,1,2,DEPT1,,DEPT2,"March 31, 2021",9:02:39 am
1328,"RFP JIC MONTHLY ERRANDS FOR MR. FRANCISCO DE LEON (1,200)",1,37,DEPT7,,DEPT6,"March 25, 2021",3:19:10 pm
1329,"DST FAO 1000213438 - AGUIRRE JR., RICARDO URSUA & 1000213408 - LLANILLO III, LUCIANO ILAGAN",1,5,DEPT3,28,DEPT6,"March 24, 2021",1:15:19 pm
1330,PR: Gasoline for Office Motorcycle P300.00 (For regularization),1,35,DEPT6,40,DEPT2,"March 25, 2021",4:45:12 pm
1331,Bereavement Assistance Procedure,0,20,DEPT2,15,DEPT6,"March 24, 2021",1:37:53 pm
1332,"CHECK NUMBER 895981 ANVAYA COVE GOLF & SPORTS CLUB INC. P 5,600 (FEBRUARY 2021 DUES)",1,36,DEPT6,37,DEPT7,"March 24, 2021",3:29:17 pm
1333,"CHECK NUMBER 895982 ENCORE P 5,803.07 (JIC SOA AS OF FEBRUARY 28,2021)",1,37,DEPT7,,DEPT3,"March 25, 2021",1:06:28 pm
1334,"CHECK NUMBER 3241705773 ENCORE P 1,550.00 (QUANTUM SOA AS OF FEBRUARY 28,2021)",1,37,DEPT7,,DEPT3,"March 25, 2021",1:06:34 pm
1335,"CHECK NUMBER 3241705772 HIGH STREET SOUTH CORP. PLAZA P 47,039.25 (ASSOC DUES FOR 1ST QTR OF 2021)",1,36,DEPT6,37,DEPT7,"March 24, 2021",3:32:02 pm
1336,"CHECK NUMBER 227 ENCORE P 11,550.00 (FINANSHARES SOA AS OF FEBRUARY 28,2021)",1,37,DEPT7,,DEPT3,"March 25, 2021",1:06:40 pm
1337,"CHECK NUMBER 3241705435 ENCORE P 1,550.00 (NASDAC SOA AS OF FEBRUARY 28,2021)",1,37,DEPT7,,DEPT3,"March 25, 2021",1:06:45 pm
1338,Sealed Envelope - Investment related documents for signature of JIC,1,37,DEPT7,,DEPT6,"March 25, 2021",10:05:18 am
1339,Salary Loan For Employees,0,20,DEPT2,15,DEPT6,"March 24, 2021",3:33:50 pm
1340,Preparation of Roster of Personnel,0,20,DEPT2,15,DEPT6,"March 24, 2021",3:57:22 pm
1341,Quarterly DDI Examination,0,20,DEPT2,15,DEPT6,"March 24, 2021",4:16:17 pm
1342,"DST FAO 1000213441 - WARD, ROSEMARIE RAMOS",1,5,DEPT3,28,DEPT6,"March 24, 2021",4:50:20 pm
1343,Quarterly Awareness Test (QAT),0,20,DEPT2,15,DEPT6,"March 24, 2021",4:36:40 pm
1344,"RFP: Primewater Infrastracture Corporation P4,255.58 (March 2021)",1,37,DEPT7,,DEPT6,"March 25, 2021",3:19:00 pm
1345,Server operating hours procedure,1,35,DEPT6,,DEPT1,"March 25, 2021",10:32:05 am
1346,Updating of web application procedure,1,35,DEPT6,,DEPT1,"March 25, 2021",10:32:09 am
1347,Backup checking procedure,1,35,DEPT6,,DEPT1,"March 25, 2021",10:32:15 am
1348,Revision of web application procedure,1,35,DEPT6,,DEPT1,"March 25, 2021",10:32:24 am
1349,Password change procedure,1,35,DEPT6,,DEPT1,"March 25, 2021",10:32:30 am
1350,Service request procedure,1,35,DEPT6,,DEPT1,"March 25, 2021",10:33:32 am
1351,"PR: Pantry Supplies 1,372.00 (APRIL 2021)",1,40,DEPT2,35,DEPT6,"March 25, 2021",10:59:46 am
1352,"PR: Exec Supplies 1,065.00 (APRIL 2021)",1,40,DEPT2,35,DEPT6,"March 25, 2021",10:59:52 am
1353,PR: Part of Exec Supplies 200.00 (MARCH 2021),1,35,DEPT6,40,DEPT2,"April 22, 2021",4:32:22 pm
1354,"PR: PPE and Medical Gloves 1,000.00",1,40,DEPT2,35,DEPT6,"March 25, 2021",11:00:04 am
1355,"RFP: ANGELES ELECTRIC CORPORATION 1,795.27 (FEB 14-MAR 14, 2021)",1,37,DEPT7,,DEPT6,"March 26, 2021",9:38:48 am
1356,"RECOMMENDATION TO SELL BELOW APPRAISAL FAO: NULUD, DEMOCRITO",1,9,DEPT4,,DEPT6,"March 25, 2021",10:32:18 am
1357,"RFP: EMMANUEL N. SANTOS P8,000.00 (Seminar on Sales Prospecting, Negotiating & Closing Techniques)",1,37,DEPT7,,DEPT6,"March 26, 2021",9:38:00 am
1358,"FAO: AMIPOLA MANAL CBS WITH CHECK NUMBERS: 13597,13598, AND 13599",1,4,DEPT3,5,DEPT3,"March 26, 2021",9:25:55 am
1359,Request for Secretary's Certificate- Authorization for SEC Online Submissiom Tool (OST),1,37,DEPT7,,DEPT6,"March 25, 2021",2:20:35 pm
1360,RFP: BAP CREDIT BUREAU 772.20,1,35,DEPT6,41,DEPT4,"March 25, 2021",1:30:53 pm
1361,GUIDELINES ON THE ACCEPTANCE OF COLLATERAL FOR NEW CLIENT RE: 2ND HAND CARS,1,9,DEPT4,,DEPT6,"March 25, 2021",5:19:54 pm
1362,"SOA FAO: PALOLAN, PHILIP MADRID 1000207142",1,41,DEPT4,,DEPT3,"March 26, 2021",9:35:51 am
1363,Revised Last Pay Compuation of Camille Reyes,1,28,DEPT6,20,DEPT2,"April 21, 2021",1:51:37 pm
1364,letters connceted to investments 1- bpi philams 4-pds groups 1- sb equites 1-metrobank,1,37,DEPT7,36,DEPT6,"March 25, 2021",5:19:12 pm
1365,Workplace Safety and Health Standards During Meal Breaks,1,15,DEPT6,9,DEPT4,"April 26, 2021",11:15:40 am
1366,Purchase Requisition - For repair and maintenance of network cables,1,35,DEPT6,40,DEPT2,"March 26, 2021",2:02:48 pm
1367,"LSS: RELLIE ANN DELA CRUZ 8,114.00 (BR-01 CA FOR FAO 1000213308 - AUSTRIA, FELIX REYES)",1,35,DEPT6,28,DEPT6,"March 26, 2021",5:36:39 pm
1368,"LSS: RELLIE ANN DELA CRUZ 5,147.00 (BR-01 CA FOR FAO 1000213378 - CURA, ELENA DAVID)",1,35,DEPT6,28,DEPT6,"March 26, 2021",5:36:45 pm
1369,"DST FAO 1000213420 - CASTILLANO, SIXTO AZOTILLO",1,5,DEPT3,28,DEPT6,"March 25, 2021",4:38:05 pm
1370,APPLI/REQUIREMENT FAO: DHANNA KHRISTINA VICTORIO,3,29,DEPT4,31,DEPT5,"April 23, 2021",8:58:14 am
1371,"RFP: RELLIE ANN DELA CRUZ, P1,000.00(REIMBURSEMENT FAO 1000213117 - KIM, MARVIN BONDOC)",1,35,DEPT6,5,DEPT3,"March 26, 2021",5:10:22 pm
1372,"LSS: RELLIE ANN DELA CRUZ 6,801.00 (BR-01 CA FOR FAO 1000213360 - CAPULONG, CLARA GALANG)",1,35,DEPT6,28,DEPT6,"March 26, 2021",5:36:30 pm
1373,Long brown envelope - RCBC Documetary Requirements,1,36,DEPT6,37,DEPT7,"March 25, 2021",5:25:51 pm
1374,"OR CR WITH PN FAO 1000213117 - KIM, MARVIN BONDOC",1,5,DEPT3,4,DEPT3,"March 25, 2021",5:35:52 pm
1375,"OR CR WITH PN FAO 1000213360 - CAPULONG, CLARA GALANG",1,5,DEPT3,4,DEPT3,"March 25, 2021",5:35:57 pm
1376,PR: Special Paper and Prepaid Internet P190 (For the seminar on Sales Prospecting...),1,35,DEPT6,40,DEPT2,"March 29, 2021",3:51:22 pm
1377,"RFP: Mariah Angelika A. Mateo P1,000(Payment for the MedTech)",1,40,DEPT2,35,DEPT6,"March 25, 2021",5:38:00 pm
1378,FOR SIGNATURE OF MCB & JIC: Recommendation to sell below appraisal & acceptance of collateral,1,35,DEPT6,37,DEPT7,"March 25, 2021",5:31:40 pm
1379,Doc. Stamp Tax Dec./Ret. -RRWard,1,28,DEPT6,5,DEPT3,"March 26, 2021",9:26:06 am
1380,"DST FAO 1000213454 - CARLOS, ARNOLD VENERACION & 1000213465 - DURAN, NORA JANE VICENTE",1,5,DEPT3,28,DEPT6,"March 26, 2021",9:38:59 am
1381,PAYROLL CHECK # 0000783987-0000783990 (4PCS.),1,35,DEPT6,20,DEPT2,"March 26, 2021",10:45:26 am
1382,MEMO: New Guidelines on the Acceptance of 2nd Hand Cars for New Client,1,9,DEPT4,,DEPT2,"March 29, 2021",3:51:29 pm
1383,"MEMO: Recommendation to sell below appraisal amount FAO 1000210399 - NULUD, DEMOCRITO DUNGCA",1,37,DEPT7,,DEPT4,"March 29, 2021",8:59:23 am
1384,Sealed Letter envelope - Guide for JIC: Manulife confirmation call,1,36,DEPT6,37,DEPT7,"March 26, 2021",11:16:01 am
1385,Commendation - RFDelaCruz,1,40,DEPT2,10,DEPT4,"March 26, 2021",4:46:08 pm
1386,Recommendation: Workplace Safety and Health Standards during Meal Breaks,1,37,DEPT7,,DEPT2,"April 07, 2021",11:52:56 am
1387,Birthday Card - CSRivera,1,40,DEPT2,11,DEPT4,"April 08, 2021",9:06:24 am
1388,Birthday Card - LVMicayas,1,40,DEPT2,6,DEPT1,"March 29, 2021",9:21:20 am
1389,"RFP: Mary Ann D. Soniga P18,067.50 (Payment for Rice Subsidy January-February 2021)",1,37,DEPT7,,DEPT6,"March 29, 2021",8:58:25 am
1390,"PR: Pantry Supplies 1,982.00 (APRIL 2021)",1,37,DEPT7,,DEPT2,"March 29, 2021",3:29:46 pm
1391,"RFP: GLEN T. BONITA P6,107.14 (Reimbursement for Converge Feb10-Mar9&Mar10-Apr9, 2021)",1,37,DEPT7,,DEPT6,"March 29, 2021",8:58:34 am
1392,PMW rating 4th quarter 2020 fao MAGarsula,1,10,DEPT4,,DEPT2,"March 26, 2021",4:53:35 pm
1393,MEMO: Usage of Revolving Fund Procedure,1,35,DEPT6,40,DEPT2,"April 05, 2021",11:43:37 am
1394,"LSS: RELLIE ANN DELA CRUZ 726.00 (REIMB FAO 1000213360 - CAPULONG, CLARA GALANG)",1,35,DEPT6,5,DEPT3,"March 26, 2021",5:10:28 pm
1395,RATED PMW OF SDLIM FOR 4Q 2020,1,8,DEPT3,,DEPT2,"April 12, 2021",11:12:25 am
1396,"soa 1406 avida towers 2,977.71",1,37,DEPT7,,DEPT6,"March 29, 2021",10:04:47 am
1397,Check number 895983-895986 (Requested checks of ESC),1,37,DEPT7,,DEPT6,"March 30, 2021",9:28:11 am
1398,MIST MACHINE AND DISINFECTION BOOTH,1,9,DEPT4,,DEPT2,"March 29, 2021",3:51:39 pm
1399,"Check number 895987 P 2,977.71 Avida Towers BGC 34th Street Condominium Corporation (March 2021 dues",1,36,DEPT6,37,DEPT7,"March 29, 2021",2:13:08 pm
1400,Sealed Long Brown Envelope - Last Pay,1,37,DEPT7,,DEPT2,"March 29, 2021",3:29:53 pm
1401,Doc. Stamp Tax Dec./Ret. - RUAguirreJr,1,28,DEPT6,5,DEPT3,"March 30, 2021",9:53:22 am
1402,Doc. Stamp Tax Dec./Ret. -LILlanilloIII,1,28,DEPT6,5,DEPT3,"March 30, 2021",9:53:17 am
1403,PMW Setting (1st Qtr 2021) - NRGutierrez,1,28,DEPT6,40,DEPT2,"March 29, 2021",3:51:52 pm
1404,"RFP: Mariah Angelika A. Mateo P1,982.00 (Pantry Supplies for April 2021)",1,37,DEPT7,,DEPT6,"March 31, 2021",9:07:02 am
1405,"RFP: Innove Communications, Inc. P4,418.65 (03/16/2021-04/15/2021)",1,35,DEPT6,37,DEPT7,"March 30, 2021",4:10:01 pm
1406,"RFP: Social Security System P54,330.00 (Contribution February 2021)",1,40,DEPT2,35,DEPT6,"March 29, 2021",4:46:03 pm
1407,"RFP: Social Security System P5,122.10 (Loan February 2021)",1,40,DEPT2,35,DEPT6,"March 29, 2021",4:46:08 pm
1408,Doc. Stamp Tax Dec./Ret. - SACastillano,1,28,DEPT6,5,DEPT3,"March 30, 2021",9:53:11 am
1409,REQUEST FOR SEC CERT ON SALE OF ISUZU CARGO DROPSIDE - PLATE NO. AWA 3286,1,9,DEPT4,,DEPT6,"March 30, 2021",9:26:03 am
1410,"bcc soa 30,578.96",1,37,DEPT7,,DEPT6,"March 30, 2021",9:28:19 am
1411,REQUEST FOR SECRETARY'S CERTIFICATE (SALE OF UNIT OR PROPERTY: 2015 ISUZU CARGO DROPSIDE),1,37,DEPT7,,DEPT6,"March 31, 2021",8:56:26 am
1412,Recommendation-Mist Machine and Disinfection Booth,1,40,DEPT2,37,DEPT7,"March 30, 2021",9:20:19 am
1413,"PR/PO: Mist Machine and Disinfectant 8,980",1,40,DEPT2,37,DEPT7,"March 30, 2021",9:21:07 am
1414,"PR/PO: Disinfection Tent 3,200.00",1,40,DEPT2,37,DEPT7,"March 30, 2021",9:20:46 am
1415,"RELEASE OF CHATTEL MORTGAGE FAO: MATUTE, JOLLY JEAN INGAL",1,41,DEPT4,37,DEPT7,"March 30, 2021",4:10:17 pm
1416,"PR/SER: UVLight 12,000.00",1,40,DEPT2,37,DEPT7,"March 30, 2021",9:21:21 am
1417,"Check number 895988 P 30,578.96 Baguio Country Club Corp (February 28,2021)",1,36,DEPT6,37,DEPT7,"March 30, 2021",4:10:26 pm
1418,Birthday Card - GTBonita,1,40,DEPT2,2,DEPT1,"March 30, 2021",9:39:40 am
1419,TRAINING REPORT: SALES WEBINAR,1,31,DEPT5,40,DEPT2,"March 30, 2021",11:05:59 am
1420,"PR: Exec Supplies 1,065.00 (APRIL 2021)",1,37,DEPT7,,DEPT2,"March 31, 2021",9:04:23 am
1421,"Cash for ESC P 62,650",1,36,DEPT6,37,DEPT7,"March 30, 2021",12:19:01 pm
1422,"Cash for ESC P 57,875",1,36,DEPT6,37,DEPT7,"March 30, 2021",12:19:16 pm
1423,TRAINING REPORT ON SALES PROSPECTING - SLIM,1,8,DEPT3,,DEPT2,"March 31, 2021",8:35:34 am
1424,training report,0,39,DEPT5,40,DEPT2,"March 30, 2021",2:17:02 pm
1425,"WEBINAR ON SALES, PROSPECTING AND CLOSING TECNIQUES",1,43,DEPT3,,DEPT2,"March 31, 2021",8:35:23 am
1426,"TRAINING REPORT ON SALES, PROSPECTING AND CLOSING TECHNIQUES - PBLORENZO",1,43,DEPT3,,DEPT2,"March 31, 2021",8:35:41 am
1427,Recommendation: Revised Office Layout,1,37,DEPT7,,DEPT2,"March 31, 2021",9:04:15 am
1428,"RFP: RELLIE ANN DELA CRUZ, P10,097.75 (PCV REPLENISHMENT 03.16.2021 - 03.29.2021)",1,37,DEPT7,,DEPT6,"April 06, 2021",9:35:58 am
1429,Sealed envelope - 2 MBTC check booklets for JIC,1,36,DEPT6,37,DEPT7,"March 31, 2021",2:51:29 pm
1430,Sealed envelope - BDO Debit Memo and MBTC Authorization for JICs signature,1,37,DEPT7,,DEPT6,"March 31, 2021",11:34:03 am
1431,"RFP: Carlo S. Rivera 2,944.00 (Reimb for voluntary surrender of unit FAO Ladiero, Ver)",1,37,DEPT7,,DEPT6,"March 31, 2021",9:06:51 am
1432,"DST FAO 1000213491 - DELA CRUZ, DEXTER DIZON and 1000213471 - TOLENTINO, OLIVER BATAC",1,5,DEPT3,28,DEPT6,"March 31, 2021",8:33:01 am
1433,Revised PR/PO: Mist Machine and Disinfectant,1,40,DEPT2,37,DEPT7,"March 31, 2021",8:45:42 am
1434,Revised PO: UV Care Ultra Germ Zapper,1,37,DEPT7,,DEPT2,"March 31, 2021",9:04:28 am
1435,Sealed Long Brown Envelope - Job Offer (RM Javier),1,37,DEPT7,,DEPT2,"March 31, 2021",9:04:33 am
1436,Check for Month-end due - JIC (MAR 2021),1,37,DEPT7,,DEPT6,"March 31, 2021",3:59:45 pm
1437,Doc. Stamp Tax Dec./Ret. - AVCarlos,1,28,DEPT6,5,DEPT3,"March 31, 2021",8:53:11 am
1438,Doc. Stamp Tax Dec./Ret. - NJVDuran,1,28,DEPT6,5,DEPT3,"March 31, 2021",8:53:17 am
1439,"APPLICATION AND REQUIREMENTS FAO: BALAJADIA, WENDY",1,31,DEPT5,41,DEPT4,"March 31, 2021",9:41:30 am
1440,Travel & Representation Expense Form - March 2021 - GTB,1,2,DEPT1,,DEPT2,"March 31, 2021",4:20:55 pm
1441,Secretary's Certificate: Deed of Sale to Johnny B. Hipolito with attached approved sec cert,1,35,DEPT6,37,DEPT7,"April 06, 2021",11:28:55 am
1442,Uploading of loan system backup to cloud procedure,1,35,DEPT6,,DEPT1,"March 31, 2021",11:24:04 am
1443,Uploading of accounting entries interface procedure,1,35,DEPT6,,DEPT1,"March 31, 2021",11:24:08 am
1444,Chang request procedure,1,35,DEPT6,,DEPT1,"March 31, 2021",11:24:58 am
1445,Uploading of accounting system backup to cloud procedure,1,35,DEPT6,,DEPT1,"March 31, 2021",11:25:07 am
1446,Network restriction procedure,1,35,DEPT6,,DEPT1,"March 31, 2021",11:25:13 am
1447,Implementation of new module procedure,1,35,DEPT6,,DEPT1,"March 31, 2021",11:23:39 am
1448,Network connection checking from loan system to backup storage procedure,1,35,DEPT6,,DEPT1,"March 31, 2021",11:36:07 am
1449,ANTIGEN TEST RESULT ROGELIO DELA CRUZ AND FATINE CARREON,1,41,DEPT4,,DEPT2,"April 06, 2021",9:06:07 am
1450,REQUEST FOR SEC CERT ON SALE OF TOYOTA PREVIA,1,35,DEPT6,37,DEPT7,"April 05, 2021",9:40:58 am
1451,"RELEASE OF LOAN PROCEEDS AND DEALER'S INCENTIVE FAO MALICDEM, LORENZO",1,37,DEPT7,9,DEPT4,"April 06, 2021",9:00:53 am
1452,"CLEARANCE: 1000211387 - LINSANGAN, ROMEO QUIAMBAO",1,9,DEPT4,,DEPT3,"April 12, 2021",11:40:27 am
1453,"CLEARANCE: 1000209064 - CAPINPIN, PEDRO DIAZ",1,9,DEPT4,,DEPT3,"April 12, 2021",11:40:31 am
1454,"CLEARANCE: 1000207096 - FABIAN, AARON CUNANAN",1,9,DEPT4,,DEPT3,"April 12, 2021",3:45:56 pm
1455,"RCM: 1000205573 - SANTIAGO, FERNANDO PASCUAL",1,37,DEPT7,,DEPT3,"April 15, 2021",8:55:14 am
1456,"RCM: 1000212367 - CARLOS, ARNOLD VENERACION",1,5,DEPT3,,DEPT3,"April 15, 2021",3:24:27 pm
1457,"RCM: 1000202329 - MENDOZA, MAMERTO C",1,5,DEPT3,,DEPT3,"April 15, 2021",3:24:37 pm
1458,"RCM: 1000193605 - FLORES, ERLINDA PASCUAL",1,5,DEPT3,,DEPT3,"April 15, 2021",3:24:42 pm
1459,PCV No. 7368-7419,1,28,DEPT6,5,DEPT3,"April 06, 2021",10:34:46 am
1461,"REQUIREMENTS FAO:BALAJADIA, WENDY",3,41,DEPT4,,DEPT5,"April 23, 2021",8:58:43 am
1462,PMW Form (MKCADIZ),1,40,DEPT2,37,DEPT7,"April 05, 2021",9:35:21 am
1463,Sealed Brown Envelope - Confidential Disbursement,1,37,DEPT7,,DEPT6,"April 05, 2021",9:15:29 am
1464,Recommendation: Workplace Safety and Health Standards during Meal Breaks,1,40,DEPT2,9,DEPT4,"April 06, 2021",9:00:26 am
1465,"RFP: Mariah Angelika A. Mateo P13,828.34 (Messenger Salary March 16-31, 2021)",1,37,DEPT7,,DEPT6,"April 06, 2021",9:36:10 am
1466,Notarized Secretary's Certificate for Deed of Sale to Johnny B. Hipolito (2 original copies),1,37,DEPT7,,DEPT6,"April 12, 2021",9:04:53 am
1467,Shared public folder procedure,1,35,DEPT6,,DEPT1,"April 05, 2021",5:33:01 pm
1468,User access creation procedure,1,35,DEPT6,,DEPT1,"April 05, 2021",5:33:06 pm
1469,User access modification procedure,1,35,DEPT6,,DEPT1,"April 05, 2021",5:33:10 pm
1470,User access termination procedure,1,35,DEPT6,,DEPT1,"April 05, 2021",5:33:13 pm
1471,Minor systems backup procedure,1,35,DEPT6,,DEPT1,"April 05, 2021",5:33:17 pm
1472,SMS blasting for released status procedure,1,35,DEPT6,,DEPT1,"April 05, 2021",5:33:22 pm
1473,SMS blasting for birthday greetings,1,35,DEPT6,,DEPT1,"April 05, 2021",5:33:27 pm
1474,Monthly batch spools procedure,1,35,DEPT6,,DEPT1,"April 05, 2021",5:33:44 pm
1475,Due reminder SMS blast procedure,1,35,DEPT6,,DEPT1,"April 05, 2021",5:33:49 pm
1476,"RFP: MERCANTILE INSURANCE CO., INC REMITTANCE OF INSURANCE PREMIUM NOVEMBER 2020, P503,345.07",1,37,DEPT7,,DEPT6,"April 12, 2021",4:34:51 pm
1477,EMPLOYEE WEEKLY PROGRESS REPORT FOR MR. JAMES YUMUL YALUNG,1,12,DEPT4,,DEPT2,"April 06, 2021",9:06:12 am
1478,"RFP: Marvic C. Lopez P 2,000.00 (Reimb for COVID-19 PCR test)",1,35,DEPT6,,DEPT2,"April 06, 2021",9:05:54 am
1479,"RFP: CITIBANK 25,348.85 (tuition fee of MCB for March-April 2021)",1,37,DEPT7,,DEPT6,"April 06, 2021",9:36:04 am
1480,supplies requisition slip (exec dept),1,37,DEPT7,,DEPT2,"April 06, 2021",9:00:36 am
1481,req for sec cert fao rannel liwanag,1,10,DEPT4,35,DEPT6,"April 06, 2021",10:10:06 am
1482,Doc. Stamp Tax Dec./Ret. - DDDelaCruz,1,28,DEPT6,5,DEPT3,"April 06, 2021",10:34:55 am
1483,Doc. Stamp Tax Dec./Ret. - OBTolentino,1,28,DEPT6,5,DEPT3,"April 06, 2021",10:35:06 am
1484,"RFP: Mariah Angelika A. Mateo P1,065.00 (Exec Supplies April 2021)",1,37,DEPT7,40,DEPT2,"April 12, 2021",4:11:18 pm
1485,"ORCR FAO CURA, ELENA D.",1,8,DEPT3,5,DEPT3,"April 06, 2021",10:34:35 am
1486,"ORCR FAO CASTILLANO, SIXTO A.",1,8,DEPT3,5,DEPT3,"April 06, 2021",10:35:01 am
1487,"Request for Cancellation of Check 3241799729 - Camille C. Reyes 7,443.16",1,37,DEPT7,,DEPT6,"April 07, 2021",9:25:24 am
1488,"LSS: EXEC ERRANDS (1,200)",1,37,DEPT7,,DEPT6,"April 07, 2021",9:25:34 am
1489,Recommendation:Key Control Policy and Procedures,1,9,DEPT4,,DEPT2,"April 07, 2021",11:53:03 am
1490,GENERAL GUIDELINES ON FIELD CI/APPRAISER/COLLECTION STAFF,1,37,DEPT7,,DEPT2,"July 19, 2021",1:51:12 pm
1491,"RFP: Mariah Angelika A. Mateo P 1,000 (Reimbursement for the labor fee-shower repair)",1,35,DEPT6,40,DEPT2,"April 07, 2021",11:53:10 am
1492,"RFP : THE MERCANTILE INSURANCE CO., INC. SPECIAL REMMITTANCE FAO 1000209331; P13492.60",1,37,DEPT7,,DEPT6,"April 08, 2021",9:08:48 am
1493,"MCB: Training Report for Sales Prospecting, Negotiating and Closing Techniques",1,35,DEPT6,40,DEPT2,"April 07, 2021",11:53:22 am
1494,Secretary's Certificate:Deed of Sale to Rannel E. Liwanag w/ request for sec cert-2010 toyota previa,1,35,DEPT6,,DEPT4,"April 08, 2021",1:31:24 pm
1495,Recommendation: Allowable Conditions to Accept Live-In Partner Client,1,40,DEPT2,9,DEPT4,"April 07, 2021",11:57:55 am
1496,Recommendation: Opening of Tarlac Virtual Office,1,40,DEPT2,9,DEPT4,"April 07, 2021",11:57:13 am
1497,THOROUGH CHECKING OF CLIENTS LIFESTYLE IN RELATION TO THEIR INCOME LEVEL,1,9,DEPT4,,DEPT2,"April 14, 2021",1:04:21 pm
1498,BAP DATA EXCHANGE OR NOs: 46562/46737/46738/46931,1,41,DEPT4,,DEPT6,"April 07, 2021",4:55:37 pm
1499,"RFP: ERNESTO C. DELA CRUZ III : KINSURANCE CLAIM 4,076.50",1,37,DEPT7,,DEPT6,"April 12, 2021",9:10:37 am
1500,"RFP: ATTY. EDGARDO G. VILLARIN ; RETAINER'S FEE; P 5,400.00",1,37,DEPT7,,DEPT6,"April 12, 2021",9:11:32 am
1501,"RFP: Mariah Angelika A. Mateo P1,000.00 (Reimbursement-Antigen Testing)",1,35,DEPT6,40,DEPT2,"April 07, 2021",2:50:57 pm
1502,QUARTERLY INCENTIVE OF CI & COLLECTION DEPARTMENT FOR 2021,1,35,DEPT6,,DEPT4,"April 12, 2021",10:58:52 am
1503,inventory of REPO/ROPA,1,10,DEPT4,28,DEPT6,"April 07, 2021",4:55:43 pm
1504,"LSS: RELLIE ANN DELA CRUZ 4,347.00 (BR-01 CA FOR FAO 1000213438 - AGUIRRE JR., RICARDO URSUA)",1,35,DEPT6,28,DEPT6,"April 12, 2021",9:15:04 am
1505,"LSS: RELLIE ANN DELA CRUZ 6,619.00 (BR-01 CA FOR FAO 1000213441 - WARD, ROSEMARIE RAMOS)",1,35,DEPT6,28,DEPT6,"April 12, 2021",9:13:20 am
1506,"LSS: RELLIE ANN DELA CRUZ 8,205.00 (BR-01 CA FOR FAO 1000213408 - LLANILLO III, LUCIANO ILAGAN)",1,35,DEPT6,28,DEPT6,"April 12, 2021",9:13:39 am
1507,"LSS: RELLIE ANN DELA CRUZ 7,528.00 (BR-01 CA FOR FAO 1000213491 - DELA CRUZ, DEXTER DIZON)",1,35,DEPT6,28,DEPT6,"April 12, 2021",9:14:45 am
1508,"LSS: RELLIE ANN DELA CRUZ 6,528.00 (BR-01 CA FOR FAO 1000213465 - DURAN, NORA JANE VICENTE)",1,35,DEPT6,28,DEPT6,"April 12, 2021",9:14:55 am
1509,"DST FAO 1000213491 - 1000213523 - BALAJADIA, WENDY CARIAGA and 1000213538 - VICTORIO, DHANNA KHRISTI",1,5,DEPT3,28,DEPT6,"April 07, 2021",4:55:49 pm
1510,"RFP: JJAKE UNITED HOLDINGS CORPORATION P130,000.00 (April 2021)",1,37,DEPT7,,DEPT6,"April 12, 2021",9:30:16 am
